id,page,cluster,cluster_label,stance,strongly_worded,summary,text,x,y
2222,202,3,Opposition – Infrastructure & Services,oppose,False,"All zoning out side of the immediate downtown high-rises, need to have at least 1 parking stall per unit.","All zoning out side of the immediate downtown high-rises, need to have at least 1 parking stall per unit. Anything less is ludicrous. How does the current rezoning proposals address the future need to accommodate and charge electric vehicles",0.0551,0.4864
2223,202,1,Strong Opposition – Community Character,oppose,False,I am OPPOSED: - Decreases affordable housing in established neighborhoods (developers replace small homes with expensive infills/rowhouses).,"I am OPPOSED: - Decreases affordable housing in established neighborhoods (developers replace small homes with expensive infills/rowhouses). - Irreversible loss of privacy, trees, landscaping, light, drainage. - More noise (e.g. A/C) & traffic/parking issues. - Disallowing public input on permitted developments is disrespectful. - 276,000 families in R1 areas reasonably expect them to remain R1. - Better to have separate contextual zones within neighbourhood for 1-family vs. multi-unit.",-0.5211,0.1107
2224,202,5,Support – Housing Affordability & Supply,support,False,In most instances I would be in favor of the proposed blanket RC-G zoning.,"In most instances I would be in favor of the proposed blanket RC-G zoning. Having said that, if the intent is to produce and provide more housing and higher density in attempting to mitigate the housing crisis and affordable housing- that can only happen if the contextual and discretionary elements of the policy are excluded. Otherwise, it will be elected officials who will make decisions based on ensuring they keep their voter base and can be re-elected.",0.7172,0.1148
2225,202,3,Opposition – Infrastructure & Services,oppose,False,Rezoning is a ludicrous idea.,"Rezoning is a ludicrous idea. Schools are to capacity, traffic would be increased. Infrastructure has to be a priority before any decisions can be made. Crime increases because you are mixing different classes of people.",-0.0099,0.6098
2226,202,1,Strong Opposition – Community Character,oppose,True,"While I think densification is important, I do not agree with the r-cg zoning to allow up to 8 units...","While I think densification is important, I do not agree with the r-cg zoning to allow up to 8 units on one parcel. Too congested!!!! 4 units (quadrupling from a single family residence on a 50â€™ lot) is more than enough!",-0.7261,-0.0156
2227,202,3,Opposition – Infrastructure & Services,oppose,False,"All zoning out side of the immediate downtown high-rises, need to have at least 1 parking stall per unit.","All zoning out side of the immediate downtown high-rises, need to have at least 1 parking stall per unit. Anything less is ludicrous. How does the current rezoning proposals address the future need to accommodate and charge electric vehicles?",0.2027,0.6047
2228,202,1,Strong Opposition – Community Character,oppose,False,The City should hold a plebiscite on whether to eliminate single-family zoning city-wide.,"The City should hold a plebiscite on whether to eliminate single-family zoning city-wide. I am against rezoning for the following reasons: Rowhousing will cause economic harm to existing property owners property value, Allowing RCG will enrich developers by driving up property value. The new RCG supply",-0.8097,0.025
2229,202,4,Conditional / Nuanced,unclear,False,we see built today is already too expensive and damages low cost housing stock.,we see built today is already too expensive and damages low cost housing stock. The city needs to offer housing diversity rather than a blanket zoning approach.,0.3641,0.2876
2230,203,5,Support – Housing Affordability & Supply,support,False,"Although I am in favour of more housing, most often, this comes at the expense of the ""poorer"" neighbourhoods in...","Although I am in favour of more housing, most often, this comes at the expense of the ""poorer"" neighbourhoods in the N.E. or S.E. We do not want to see apartments or row housing replacing single family dwellings because many builders do not take parking, increased garbage/compost/recycling, or the aesthetics of an older community into consideration. The buildings are often tall and loom over the street (68th St.- Elliston townhouses being an example). There are no yards for gardens or flowers.",0.6788,0.0939
2231,203,2,Strong Opposition – Process & Democracy,oppose,False,"As a taxpayer and a member of Ward 14, I don't agree with this rezone strategy.","As a taxpayer and a member of Ward 14, I don't agree with this rezone strategy. T",-0.5538,-0.5881
2232,203,5,Support – Housing Affordability & Supply,support,False,Will the rules around secondary suites change to allow then in duplexes?,"Will the rules around secondary suites change to allow then in duplexes? For example, 2nd floor dwelling unit, main floor dwelling unit with a basement secondary suite. Currently, the use definition wouldn't allow a secondary suite with another dwelling above the host dwelling unit.",0.8181,0.0468
2233,203,3,Opposition – Infrastructure & Services,oppose,False,We live in Woodbine and currently have a lot of trouble with not having enough street parking.,We live in Woodbine and currently have a lot of trouble with not having enough street parking. If this change (to R-CG) goes through we will have bigger traffic and parking issues that we already have. It will absolutely affect the neighbourhood negatively. Please donâ€™t do this.,0.1606,0.6133
2234,203,5,Support – Housing Affordability & Supply,support,False,This is a poor solution to housing crisis.,"This is a poor solution to housing crisis. Small cul du sacs, quiet streets will be bombarded with noise, black/blue/green bins and cars. I 100% oppose this. Rezone should happen closer to transit areas. Not every community/street should be high density.",0.586,-0.1526
2235,203,3,Opposition – Infrastructure & Services,oppose,False,Please consider traffic corridors when you increase housing density!,Please consider traffic corridors when you increase housing density! Here is an example using an area already undergoing new high density development: 17th Ave and 77th St SW. There is going to be a lot more traffic on 17th Ave because of this development. Is 17th Ave west really capable of handling that much traffic? Thank you.,0.0614,0.6121
2236,203,3,Opposition – Infrastructure & Services,oppose,False,"All zoning out side of the immediate downtown high-rises, need to have at least 1 parking stall per unit.","All zoning out side of the immediate downtown high-rises, need to have at least 1 parking stall per unit. Anything less is ludicrous. How does the current rezoning proposals address the future need to accommodate and charge electric vehicles?",0.2101,0.5257
2237,203,5,Support – Housing Affordability & Supply,support,False,I support the proposed changes to residential zoning.,"I support the proposed changes to residential zoning. I live in Hounsfield Heights (we have lived here for over 30 years) and fully support increasing the density and providing a wider range of housing options. Like many established neighbourhoods we have all the amenities (schools, public transportation, library, shopping, etc) that a larger and younger population could access. Please curtail residential growth on the periphery of Calgary and let's reinvigorate our established communities.",0.7591,-0.167
2238,203,2,Strong Opposition – Process & Democracy,oppose,False,A significant representation of residents in Wildwood signed a petition to keep zoning as is and are against the R-CG...,A significant representation of residents in Wildwood signed a petition to keep zoning as is and are against the R-CG rezoning. It will negatively change the historic neighbourhood as the infrastructure is not meant support so much development and will make life for the existing residents challenging. This petition was largely ignored by council. I am also aware city council is replacing community board members unethically to push forward its vague strategy that lacks real inputs.,-0.5228,-0.3705
2239,203,1,Strong Opposition – Community Character,oppose,True,Utter rubbish!,Utter rubbish! No thought provided for homeowners and access to electric vehicle charging! That’s just the touch of the iceberg. Brilliant moves once again City Council! Perhaps review with some logic in place prior to even suggesting.,-0.7721,-0.1049
2240,203,1,Strong Opposition – Community Character,oppose,False,"Dear Mayor and Councillors, As a Brentwood resident, I oppose blanket rezoning, especially in our neighborhood.","Dear Mayor and Councillors, As a Brentwood resident, I oppose blanket rezoning, especially in our neighborhood. It doesn't address",-0.5799,0.1923
2241,203,3,Opposition – Infrastructure & Services,oppose,False,"affordability effectively, risking higher prices and added expenses.","affordability effectively, risking higher prices and added expenses. Rezoning to R-CG brings parking issues, increased crime, congestion, noise, tree loss, privacy invasion, and cleanliness concerns. Instead, incentivize infill development at appropriate locations, prioritize affordable housing initiatives, and protect green spaces. Sincerely, [personal information removed]",-0.1282,0.5619
2242,204,5,Support – Housing Affordability & Supply,support,False,I support the citywide rezoning.,I support the citywide rezoning. We need more density city-wide and in all communities to support greater housing choice and affordability. Please vote yes for citywide rezoning for the future of our city.,0.6986,0.2282
2243,204,5,Support – Housing Affordability & Supply,support,False,Council will be creating a rich mans ghetto!All of our coveted R1 zoned areas ie Mount Royal & Bowness will...,Council will be creating a rich mans ghetto!All of our coveted R1 zoned areas ie Mount Royal & Bowness will be spotted zoned built for multi family units.Similar housing stock in R1 areas makes sense & function socially & economically.If you add high density multi housing in the middle of million dollar homes is not the benefit for anyone except short thinking & developers.We had the highest vacant rate only a few years ago now a housing crunch artificially created by a flood of immigration.,0.6785,0.1217
2244,204,5,Support – Housing Affordability & Supply,support,False,"While I understand the need for housing space and affordability, it is not fair to do so in well established...","While I understand the need for housing space and affordability, it is not fair to do so in well established communities like Lake Bonavista. This will also impact the lake access. On top of that, these homes are our lifetime investments. If I own my home and next door will have multiple units built, how is that fair??? Should consider building apartment buildings in other areas close to public transport. crime is on the rise. Drive by before approving ridiculous new home builds.",0.5378,0.2093
2245,204,5,Support – Housing Affordability & Supply,support,False,Not in favour .,"Not in favour . Don’t overcrowd my street , leave us alone . Focus on new and upcoming areas .",0.7141,0.2736
2246,204,2,Strong Opposition – Process & Democracy,oppose,False,Calgary's municipal government would save money if it stopped its fake engagement processes and just admited that all major decisions...,"Calgary's municipal government would save money if it stopped its fake engagement processes and just admited that all major decisions are made behind closed doors with city insiders and developers. Pretending to engage with citizens is costly. Citizens could be 99% opposed to a development and it will go ahead because this municipal government is focused on insiders and developers earning profit, not the future of this City.",-0.2189,-0.4781
2247,204,1,Strong Opposition – Community Character,oppose,False,The City destroying the River Run townhomes speaks volumes regarding this government's priorities.,"The City destroying the River Run townhomes speaks volumes regarding this government's priorities. Destroying downtown, waterfront homes, and treating the property owners terribly in the process, in order for a developer to have waterfront property. This municipal government is dishonest and unethical.",-0.5868,0.0292
2248,204,3,Opposition – Infrastructure & Services,oppose,False,"All zoning out side of the immediate downtown high-rises, need to have at least 1 parking stall per unit.","All zoning out side of the immediate downtown high-rises, need to have at least 1 parking stall per unit. Anything less is ludicrous. How does the current rezoning proposals address the future need to accommodate and charge electric vehicles?",-0.0266,0.64
2249,204,2,Strong Opposition – Process & Democracy,oppose,False,I have attended on line & in person meetings.,"I have attended on line & in person meetings. NO answers to questions. No plans except build their solutions. Parks, playgrounds, sports fields who needs those? The city has NO interest in listening to taxpayers. Only shove their “ansers” down our throats",-0.3531,-0.3966
2250,204,4,Conditional / Nuanced,unclear,False,"While I support more housing, there are so many issues with a blanket wide city proposal.","While I support more housing, there are so many issues with a blanket wide city proposal. One 'solution' doesn't fit all. Every street is different, why not focus on the major routes, more high-rises near c-trains, etc... This is not a solution for parking and the City's electric vehicle wishes.",0.4242,0.1607
2251,205,1,Strong Opposition – Community Character,oppose,False,Two things - new infill development has never resulted in affordable housing.,"Two things - new infill development has never resulted in affordable housing. New infill is typically higher priced. Second, why not amend land use is neighourhood supporting it and leave others where residents do not support it. Sound simple to me",-0.7408,0.0214
2252,205,2,Strong Opposition – Process & Democracy,oppose,False,"Hi There, home owner, Lake Bonavista.","Hi There, home owner, Lake Bonavista. I disagree with decision for City wide re-zoning done by city council without plebiscite. City Council does not have a voters mandate for decision changing ""decisions done by homeowners years ago"" when purchasing houses, and affecting density, property value in the future. Homeowners paid for specific characteristics - some paid more to live in low density areas. This can't be override by governing body without unified homeowners approval. [personal information removed]",-0.2209,-0.5625
2253,205,3,Opposition – Infrastructure & Services,oppose,True,I and my neighbours are strongly OPPOSED to the proposed rezoning.,"I and my neighbours are strongly OPPOSED to the proposed rezoning. There is no room for additional parking and the current infrastructure (water, sewer, power) is simply not built to handle multifamily structures in this area. Rezoning would be a major disaster!",-0.1008,0.82
2254,205,1,Strong Opposition – Community Character,oppose,False,Homeowners paid premiums for houses in low density areas.,Homeowners paid premiums for houses in low density areas. Houses have specific market value up to date. If developer will build two duplexes on each side of single detached property - this will ultimately devaluate that property. Homeowner will loose value and and specific conditions he bough this property with. To do this retrospectively is sort of violation of owners rights known in time of purchase.,-0.7314,-0.1252
2255,205,3,Opposition – Infrastructure & Services,oppose,False,"Of all the major countries, Canada has the most land per capita.","Of all the major countries, Canada has the most land per capita. And technology has enabled people to work and shop remotely. That's why I do not support squeezing ever more people into ever tighter spaces in Calgary. There's no need to sacrifice the living conditions of current residents. Altadore schools are already over capacity, and traffic in Marda Loop has worsened considerably. Unlike the current R-C2 zoning rules, the proposed H-GO rezoning makes NO PROVISION for parking stalls.",-0.2112,0.645
2256,205,1,Strong Opposition – Community Character,oppose,False,Inner city sacrificed as lots dramatically increase in $ to build row houses worth 750k not low-cost so cities can...,Inner city sacrificed as lots dramatically increase in $ to build row houses worth 750k not low-cost so cities can get federal money. Expensive infill overtaxed homes will lose value due to parking and density. No place to charge vehicles. Will me make the same mistake as we did downtown and wipeout the character of inner-city? Will Mount Royal be rezoned? Will Pumphill? Will Scarborough? 10th and Kensington will be built even if the area doesn't want it all for tax revenue .We all know it.,-0.8019,0.0023
2257,205,1,Strong Opposition – Community Character,oppose,False,I am strongly opposed to city wide re-zoning.,"I am strongly opposed to city wide re-zoning. This is an irresponsible, lazy solution that will put undue strain on the current infrastructure, health care and education systems in our city. This should be the last possible option. Current tax paying Calgarians should not have their quality of life affected due to the irresponsible foreign policy decisions that have been made by our Federal government.",-0.8303,-0.0691
2258,205,1,Strong Opposition – Community Character,oppose,False,"We oppose rezoning as will crowd existing communities, potential traffic issues.","We oppose rezoning as will crowd existing communities, potential traffic issues. To afford a house our son purchased a very nice bilevel in strathmore. There are other options rather than ruining established neighborhoods.",-0.7868,-0.0449
2259,205,1,Strong Opposition – Community Character,oppose,False,"Hello, We adamantly oppose the proposed citywide rezoning.","Hello, We adamantly oppose the proposed citywide rezoning. It is touted as a way to increase affordable housing, however, in reality, builders build mediocre quality rowhouses and sell them for min. $900,000. That is not affordable housing by any means. As well, because these townhomes can cover 60% of the",-0.6941,-0.0065
2260,205,4,Conditional / Nuanced,unclear,False,"property, there will be less trees and greenery on each of these lots.","property, there will be less trees and greenery on each of these lots. Please do not allow citywide rezoning!!",0.4323,0.1956
2261,206,3,Opposition – Infrastructure & Services,oppose,False,"I understand the need for housing but the proposal to allow rowhouses, secondary suites and duplexes in virtually every neighborhood...","I understand the need for housing but the proposal to allow rowhouses, secondary suites and duplexes in virtually every neighborhood is extreme. I moved from Surrey BC due to the secondary suites and high density housing which created inadequate parking and changed close knit, supportive communities to transient neighborhoods where you did not know your neighbors, Please go back to the drawing board and come up with a better proposal.",0.0565,0.4924
2262,206,1,Strong Opposition – Community Character,oppose,False,I can't understand where City Council and Admin is heading?,"I can't understand where City Council and Admin is heading? Height bylaws are relaxed for new towers in Inglewood and Kensington, and now the land use for the entire City will be amended. As a home owner who selected a single family community, why do I feel helpless?",-0.7045,0.005
2263,206,1,Strong Opposition – Community Character,oppose,False,I am opposed to the rezoning of Calgary.,"I am opposed to the rezoning of Calgary. Parking, traffic, and crime are at the top of my list for opposing this change. Lower density neighborhoods provide safe and connected communities which are an envy to most of Canada. People want to live here for the communities which previous and thoughtful councils created. Calgary is a city where we know each other and take care of each other. Higher density in established neighborhoods is a huge mistake.",-0.8559,-0.0985
2264,206,7,Other / Unclear,unclear,False,The rezoning map includes parkland behind my house [personal info removed].,"The rezoning map includes parkland behind my house [personal info removed]. Currently, the park SW of John Laurie Blvd is largely not zoned as a park. I ask that the city zone it appropriately. At present, map 6N shows it as mostly roadway. Moreover, there is a slice of land N of my house and N of the alley immediately behind it which is marked as area E and denoted 1496JK. This is currently parkland. I am concerned that the zoning could allow this to be developed. [personal information removed]",-0.0802,-0.1227
2265,206,3,Opposition – Infrastructure & Services,oppose,False,As a citizen of Silver Springs I have absolutely no interest in the proposed rezoning.,"As a citizen of Silver Springs I have absolutely no interest in the proposed rezoning. Although I appreciate the need for additional housing in order to meet with the demand, the impact to increased traffic and the need for additional street parking is not something that I would like to entertain for this neighborhood.",-0.0278,0.462
2266,206,5,Support – Housing Affordability & Supply,support,True,Does this rezoning help affordability?,"Does this rezoning help affordability? I don't think so! Not when new developments still cost 500k, 600k, 700K. That's how you're trying to ""sell"" it to the citizens. Not cool. Also, it's kinda shady that citizens are only hearing about details of this huge change after it's pretty much decided. New development communities do not mix and match housing styles on a single block. I wonder why! Because it doesn't serve the citizens! This plan helps politicians not the people who actually live here.",0.6204,0.1781
2267,206,1,Strong Opposition – Community Character,oppose,False,I am against this proposed rezoning.,I am against this proposed rezoning. I live in Silver Springs and chose to move into the area as it is an older community with beautiful mature trees and a wonderful sense of community. With the proposed change the increase in people and lack of parking will cause major issues with traffic and congestion in the area. I am 100% against this rezoning proposal.,-0.5001,0.1193
2268,206,6,Support – Environmental & Sustainability,support,False,This is exactly what we need for the City of Calgary to move forward with redensification and proper city building.,"This is exactly what we need for the City of Calgary to move forward with redensification and proper city building. Even if we can't reverse suburban sprawl, we can make the various neighborhoods more city- like and have micro-cities across Calgary with mixed use zoning, coffee shops mixed with residences, etc. I hope City Council will not be cowards and hope that they won't bow down to the few, loud, vocal NIMBYs. Do the right thing. Pass this city wide rezoning. Make Calgary a #StrongTown.",0.7858,0.6849
2269,207,3,Opposition – Infrastructure & Services,oppose,False,"School capacity and city amenity capacity (pools, libraries) and public health needs to be evaluated before moving forward.","School capacity and city amenity capacity (pools, libraries) and public health needs to be evaluated before moving forward. St Francis and Churchill are WAY past capacity with no end in sight. Rezoning without adding capacity will detrimentally impact our schools health care and facilities. This will lead to lower quality of life for all. Build capacity simultaneously with rezoning",0.0377,0.5187
2270,207,3,Opposition – Infrastructure & Services,oppose,False,Blanket rezoning is poor strategy since city infrastructure is insufficient - many neighbourhoods have inadequate transit access so cars will...,"Blanket rezoning is poor strategy since city infrastructure is insufficient - many neighbourhoods have inadequate transit access so cars will still be required, yet parking allotment is insufficient. Negative impact on city landscape & water drainage. Suggest targeted strategy focusing on C-train corridors and expand as C-train access expands.",0.0134,0.5097
2271,207,3,Opposition – Infrastructure & Services,oppose,False,Oversimplification of housing issue since interest rates are significant factor.,"Oversimplification of housing issue since interest rates are significant factor. Serious concerns about blanket rezoning due to insufficient infrastructure (lack of transit in many neighbourhoods); negative impact on city landscape & water drainage; insufficient parking allotment - especially in areas with inadequate transit. Suggest a targeted approach with robust community consultation, eg, increased development in areas with C-train access.",-0.2646,0.449
2272,207,5,Support – Housing Affordability & Supply,support,False,I want to write this to voice my support for this rezoning!,"I want to write this to voice my support for this rezoning! I currently live in a community where much of the proposed zoning is allowed and I believe it has helped add vibrancy and affordable housing options. To see this proposed across the city is a bold action that I think will do wonders to improve the city and make it a more vibrant, accessible place for all citizens!",0.5505,0.108
2273,207,1,Strong Opposition – Community Character,oppose,False,This blanket rezoning is not the right solution.,"This blanket rezoning is not the right solution. The strategy will negatively impact property values in the city and hurt the city's landscape, not to mention parking, and noise. This is not the solution.",-0.7077,-0.216
2274,207,2,Strong Opposition – Process & Democracy,oppose,False,This will diminish the livability of Calgary as a whole.,This will diminish the livability of Calgary as a whole. Cheap shortcut to a problem without thought to the people already living here. The city administration and council continue to be tone deaf to the citizens calling Calgary home. Time to leave.,-0.3534,-0.3656
2275,207,3,Opposition – Infrastructure & Services,oppose,False,We are opposed to the rezoning proposal as a blanket application.,"We are opposed to the rezoning proposal as a blanket application. Our neighbourhood is already quite diversified in it's housing options. Increasing the density will create issues related to traffic flow and other infrastructure systems. Concerns related to decreased property values as identified by CREB are also a serious problem. TOD seems a more realistic approach and perhaps there are areas where this proposal will work well, but to apply it everywhere in the city does not make sense.",0.0923,0.5937
2276,207,1,Strong Opposition – Community Character,oppose,False,We have lived in Kingsland (facing Heritage Drive SW for 50 years.,We have lived in Kingsland (facing Heritage Drive SW for 50 years. We like the community of bungalows and would hate to see two and three story buildings being built. We already have 8 high rise building Kingsland Junction and more going up behind the old Kingsland school. Please rethink,-0.3631,-0.1041
2277,207,5,Support – Housing Affordability & Supply,support,False,I just think it's great that this is being pursued.,"I just think it's great that this is being pursued. This shows that the City is moving along with the challenges and difficulties of the current state of living around the world. Suburbia sounded like a nice ""dream"" many years ago but it's just not sustainable now. We need to reclaim our cities and towns and give them back to people, not cars. Kudos for taking the first step towards densification and a better future.",0.8081,0.1605
2278,207,3,Opposition – Infrastructure & Services,oppose,False,Have schools been considered?,"Have schools been considered? There are currently 26 schools that have a lottery because they are over capacity. Has the cbe been consulted for this rezoning initiative? List of lottery schools: Cambrian Heights, Connaught,",-0.0762,0.5346
2279,208,7,Other / Unclear,unclear,False,"Copperfield, Cranston, Crossing Park, Dr.","Copperfield, Cranston, Crossing Park, Dr. Gordon HIggins, Dr. Martha Cohen, Elboya, Grant MacEwan, Griffith Woods, Hugh A. Bennett, Kenneth D. Taylor, Lakeshore, Mahogany, Mount Royal, Nelson Mandela, New Brighton, Northern Lights, Peter Lougheed, Prairie Sky, Rideau Park",-0.0895,-0.0149
2280,208,1,Strong Opposition – Community Character,oppose,True,"Many, many concerns!","Many, many concerns! My neighbourhood is 1950s bungalows. You claim that R-CG zoning has rules to ""take into account the existing styles of development"" but this doesn't happen at all! Infills loom over existing houses and sidewalks, creating a depressing streetscape for active transportation and casting existing homes in permanent shadow. The scale of new homes MUST fit the existing neighbourhood! And rowhousing should never be allowed on mid-block lots. Not that you will listen though.",-0.7832,-0.0534
2281,208,1,Strong Opposition – Community Character,oppose,True,There apparently is no thought or planning given to the communities these changes create in the long run.,"There apparently is no thought or planning given to the communities these changes create in the long run. These are panic-induced changes without a real plan in place for creating communities that are pleasant to live in. The redevelopment allowed in older communities is appalling! Why are there not strict rules in place to make sure infills ACTUALLY fit with the community? The current (and proposed) regulations create horrible, divided, piecemeal communities. Infills MUST be smaller!!!",-0.7306,-0.1243
2282,208,4,Conditional / Nuanced,unclear,False,I am in full support of the proposed rezoning.,I am in full support of the proposed rezoning. Our current zoning rules are too restrictive and do not allow the types of housing diversity that the community needs.,0.5349,0.3554
2283,208,2,Strong Opposition – Process & Democracy,oppose,False,"Since developers make all material decisions regarding housing, perhaps the government could get out of the way and let citizens...","Since developers make all material decisions regarding housing, perhaps the government could get out of the way and let citizens talk with developers directly. The exercise of pretending that Calgary's municipal government plays a meaningful role to protect and assist citizens in connection with housing and development is inefficient and very expensive.",-0.4334,-0.2965
2284,208,5,Support – Housing Affordability & Supply,support,False,Love it.,Love it. we have a landscape full of empty buildings and should be allowing more of them to become houses.,0.5238,-0.1641
2285,208,5,Support – Housing Affordability & Supply,support,True,"I’m against this plan, I live in one of these planned rezoning area for HG, it will destroy the neighborhood...","I’m against this plan, I live in one of these planned rezoning area for HG, it will destroy the neighborhood with density and unaffordable housing, it won’t solve our housing shortage for those looking for first time homes, I believe it will be out of their price range. The builders are the true winners!",0.6675,0.1228
2286,208,2,Strong Opposition – Process & Democracy,oppose,False,Please spend less taxpayer dollars on pretending to listen to citizens.,Please spend less taxpayer dollars on pretending to listen to citizens. The main rezoning decisions will have been made by city insiders behind closed doors well before this 'engagement' exercise started.,-0.4387,-0.3369
2287,208,5,Support – Housing Affordability & Supply,support,False,I do not agree with the proposed rezoning plan.,"I do not agree with the proposed rezoning plan. This does not solve the problem of the housing shortage or rapid population growth from migration. Instead it further increases pressure on the currently available amenities which are still non -existent in some communities; while reducing the quality of life of the citizen. New communities should be opened instead targetted at higher population density and planned as such instead of a quick fix, a more thorough approach is critical.",0.8853,0.4115
2288,208,5,Support – Housing Affordability & Supply,support,False,I support blanket rezoning to allow for duplexes and secondary suites in all districts of Calgary.,I support blanket rezoning to allow for duplexes and secondary suites in all districts of Calgary.,0.6452,0.0892
2289,208,1,Strong Opposition – Community Character,oppose,False,"I DO NOT support any other blanket rezoning including for 3plexes, 4plexes, or other multi- unit dwellings.","I DO NOT support any other blanket rezoning including for 3plexes, 4plexes, or other multi- unit dwellings. Nor do I support blanket rezoning that allows for 3 story dwellings. To change zoning this way would negatively alter the character of many areas and lead to parking issues.",-0.8974,0.3398
2290,209,4,Conditional / Nuanced,unclear,False,This process is a joke as not all Calgarians can attend a meeting at city hall.,This process is a joke as not all Calgarians can attend a meeting at city hall. Why are written submissions not accept on all city of Calgary matters? what a joke.,0.3477,0.3532
2291,209,1,Strong Opposition – Community Character,oppose,False,This is a terrible idea.,"This is a terrible idea. Some of us purchased houses in older areas zoned as single family homes, such as Varsity, for a reason. If this goes though, I will move to Rockyview County. Not everyone has the right to live in whatever neighbourhood they desire.",-0.7387,-0.1268
2292,209,1,Strong Opposition – Community Character,oppose,False,Individuals and families purchased their current homes based on how the community was or is being planned.,"Individuals and families purchased their current homes based on how the community was or is being planned. A blanket rezoning for established neighborhood's is both negligent of your civic duty to your constituents and visibly pushing an agenda of a select few. I am vehemently opposed to such an idea or even suggestion. In addition, housing is but one aspect of an influx of people. Even with adequate housing, there isn't the support with schools, health care, police, fire, etc.",-0.6748,-0.1624
2293,209,1,Strong Opposition – Community Character,oppose,False,I bought my home 27 years ago in an R1 zoned estate community.,"I bought my home 27 years ago in an R1 zoned estate community. I DO NOT support in any way, shape or form reasoning into multi family dwellings. If I wanted that I would have bought something in the inner city! There is already one basement suite across the street from us that got rammed in very quietly. I AM NOT IMPRESSED WITH THESE PROPOSED ZONING CHANGES TO BE ALLOWED IN QUIET R1 ZONED COMMUNITIES1",-0.8268,-0.0322
2294,209,5,Support – Housing Affordability & Supply,support,False,The proposed rezoning is a bad idea.,The proposed rezoning is a bad idea. It won't significantly create anymore housing but will make housing much more expensive. Housing is too expensive now! Don't make it worse with this bad rezoning idea.,0.577,-0.2226
2295,209,1,Strong Opposition – Community Character,oppose,False,Very disappointed in the rezoning proposal!,"Very disappointed in the rezoning proposal! When we purchased our home thirty years ago in a lake community, we did so because of the area and single family homes with large lots (we have dogs). Being on a cul se sac we are already tight for parking, multi family homes would create major parking issues. I am also concerned that the lake and other amenities built in this community were intended to serve a set number of residents, also very concerned about devaluation of our property with rezoning",-0.6579,0.3064
2296,209,1,Strong Opposition – Community Character,oppose,False,I do not agree with rezoning R1 districts.,I do not agree with rezoning R1 districts. Consider effectively using R2+ districts to better advantage,-0.7642,0.0391
2297,209,5,Support – Housing Affordability & Supply,support,True,This change will not help people that are trying to get into the housing market.,"This change will not help people that are trying to get into the housing market. History shows a $600k to $700k home gets removed and duplex gets built and sells for $800k to $1,200k. How does that help the people? People can't afford the $600k home! If this is the city plan to fix housing, stop and ask ""will this really help?"" It won't! Try affordable mobile home parks, oh ya, you have torn them all down!!",0.679,-0.2825
2298,209,3,Opposition – Infrastructure & Services,oppose,False,This will not solve the housing issue as it will be easier to build higher density housing in the inner-city...,This will not solve the housing issue as it will be easier to build higher density housing in the inner-city but we have seen in many of the areas infills coming up that are very expensive and even a fourplex that replaces a corner lot house is not any cheaper. It creates more profit for developers and mediocre builds. My friends are I are having problems with our infills and the housing is unaffordable with no street parking for visitors. Higher density in the area will cause more issues,-0.1195,0.468
2299,209,2,Strong Opposition – Process & Democracy,oppose,False,The rezoning issue should be a public plebiscite and not just a Council decision.,"The rezoning issue should be a public plebiscite and not just a Council decision. If passed, this rezoning initiate could negatively impact both the quality and safety of family lifestyles and the value of property investment. If Council wants to change zoning for new built communities, people at least know what they",-0.2484,-0.4042
2300,209,4,Conditional / Nuanced,unclear,False,are buying into.,"are buying into. In exciting communities, allowing a second suite in the basement is understandable, but higher density than that is not acceptable.",0.3736,0.3308
2301,210,5,Support – Housing Affordability & Supply,support,False,I don't see how this re-zoning will have any impact on the need for affordable housing unless the City of...,"I don't see how this re-zoning will have any impact on the need for affordable housing unless the City of Calgary also sets parameters around the kind of new housing proposed. My experience in Brentwood is that bungalows are being replaced with larger houses that are not remotely ""affordable"" for most people. So if developers build multi-family units, the cost per unit must be affordable. Otherwise neighborhood density increases with no relief to the housing crisis, just richer developers",0.6655,0.0302
2302,210,1,Strong Opposition – Community Character,oppose,False,I went to Dalhousie meeting.,I went to Dalhousie meeting. Jyoti Gondek was not there. She is not in touch with the people affected. DO NOT UPZONE from R-1. Builsd high rise buildings along ring-road to accommodate newcomers. Uses busses to bus into town. Faster and cheaper than rezone and redevelop.,-0.5698,-0.1651
2303,210,1,Strong Opposition – Community Character,oppose,False,"1 -It's problematic because it does not protect currently affordable housing from being torn down, ""new development"" is always more...","1 -It's problematic because it does not protect currently affordable housing from being torn down, ""new development"" is always more expensive due to the costs to build. 2-blanket zoning will result in unplanned areas, not conducive to community building, with negative implications for the tree canopy, schools, road, infrastructure etc. etc. We need carefully crafted zoning/bylaws to achieve a livable, affordable city. Nothing good comes easy, we need to do the work-not just ""blanket"" it all.",-0.6747,0.1504
2304,210,5,Support – Housing Affordability & Supply,support,False,Your 5 step plan sounds like a nothing burger.,"Your 5 step plan sounds like a nothing burger. How many new communities will be built? How many houses, in how many years? Where is your annexation plan??? How about you reduce the cost of permitting to aid with affordability? How much money did the city spend on this [removed] plan? How come there are so many lots that sit empty for ages and ages?",0.3932,-0.0449
2305,210,1,Strong Opposition – Community Character,oppose,False,I have major concerns with this rezoning.,I have major concerns with this rezoning. We do not have the services to support this increased density in our community. I do not support this.,-0.7312,0.0275
